content,title,url,genre,period,specific_genre,author
"Trí đang no và khí xuân đương khỏe,<
>Nhạc đương say và rượu vẫn còn thơm,<
>Nên muôn cánh thủy tiên chưa dám hó hé<
>Trong phút giây trang trọng của linh hồn.<
>Tiếng pháo đi: bao nhiêu kinh cầu nguyện<
>Đều dâng lên cho đến chín tầng mây.<
>Hơi xuân ấm mỹ vị hơn dạ yến,<
>Ta đem ươm trong ý vị đêm nay.<
>Ta cho ra một giòng thơ rất mát,<
>Tới tinh khôi và thanh sạch bằng hương.<
>Trời như hớp phải hơi men ngan ngát,<
>Đắm muôn ngôi tinh lạc xuống mười phương.<
>Cả trời bỗng tiêu diêu như báu vỡ:<
>Nên tiếng vang thầm dội đến thâm tâm,<
>Mà ta ngỡ đấng tiên tri muôn thuở<
>Giữa đêm nay còn đứng giảng Phúc Âm.<
>Tứ thời xuân! Tứ thời xuân non nước!<
>Phút thiêng liêng nhuần gội ánh thiều quang,<
>Thiên hạ bình và trời tuôn ơn phước<
>Như triều thiên vờn lượn khắp không gian.<
>Ta há miệng cho nguồn thơm trào vọt:<
>Đường thơ bay sáng láng như sao sa...<
>Trên lụa trắng mười hai hàng chữ ngọc<
>Thêu như thêu rồng phượng kết tinh hoa.<
>Ta cao ngâm giọng vô cùng thanh thoát<
>Khiến châu thân rung động thể tơ trăng.<
>Toan ngất đi trong cơn mê khoái lạc<
>Mẹ yêu dấu liền vội đến tay nâng...<
>- ""Đây thi sĩ của đạo quân Thánh giá,<
>Nửa đêm nay vùng dậy để tung hô,<
>Để sớt cho cả xuân xuân thiên hạ<
>Hương mến yêu là lộc của lời thơ"".<
>(Xuân Như Ý)",Nguồn Thơm,https://isach.info/poem.php?poem=nguon_thom__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Ngủ Với Trăng<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Ta không nhấp rượu<
>Mà lòng ta say<
>Vì lòng nao nức muốn<
>Ghì lấy đám mây bay<
>Té ra ta vốn làm thi sĩ<
>Khát khao trăng gió mà không hay<
>Ta đi bắt nắng ngừng, nắng reo, nắng cháy<
>Trên sóng cành, sóng áo cô gì má đỏ hây hây<
>Ta rình nghe niềm ý bâng khuâng trong gió lảng<
>Với là hơi thở nồng nàn của tuổi thơ ngây<
>Gió nâng khúc hát lên cao vút<
>Vần thơ uốn éo lách từng mây<
>Ta hiểu ta rồi, trong một phút<
>Lời tình chơi vơi giữa sương bay<
>Tiếng vàng rơi xuống giếng<
>Trăng vàng ôm bờ ao<
>Gió vàng đang xao xuyến<
>Áo vàng bởi chị chưa chồng đã mặc đi đêm<
>Theo tôi đến suối xa miền<
>Cởi thơ, cởi mộng, cởi niềm yêu thương<
>Mây trôi lơ lửng trên giòng nước<
>Đôi tay vốc uống quên lạnh lùng<
>Ngả nghiêng đồi cao bọc trăng ngủ<
>Đầy mình lốm đốm những hào quang.",Ngủ Với Trăng,https://isach.info/poem.php?poem=ngu_voi_trang__han_mac_tu,thơ tự do,hiện đại,,Hàn Mặc Tử
"Nhớ chăng? Anh cùng em nô đùa<
>Ngây thơ như trẻ lên ba<
>Anh đứng bên cạnh<
>Coi em thêu thùa<
>Em thêu con phụng<
>Đậu trên cành ngô.<
>Anh giựt lấy khăn<
>Tức mình ngó anh em háy<
>Em mượn tơ duyên kết lấy<
>Giải đồng tâm.<
>Nào có phải anh với em<
>Tự kết mối lương duyên<
>Đó chẳng qua<
>Vì cha mẹ đôi bên<
>Ưng kết tình riêng.<
>Rồi ba em lại mất<
>Rồi ba anh chẳng còn<
>Mẹ em giàu có<
>Mẹ anh nghèo khó<
>Rồi lời hứa năm xưa<
>Cùng với giòng nước chảy qua.",Nhớ Chăng,https://isach.info/poem.php?poem=nho_chang__han_mac_tu,thơ tự do,hiện đại,,Hàn Mặc Tử
"Ðời Phiêu Lãng<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Mây trắng ngang trời bay vẩn võ<
>Ðời anh lýu lạc tự bao giờ<
>Ði ði... ði mãi nõi vô ðịnh<
>Tìm cái phi thýờng cái ýớc mõ.<
>Ở chốn xa xôi em có hay<
>Nắng mýa ðã trải biết bao ngày<
>Nụ cýời ý vị nhý mai mỉa<
>Mỉa cái nhân tình lúc ðổi thay.<
>Trên ðời gió bụi, anh lang thang<
>Bụng ðói nhý cào lạnh khớp rãng<
>Không có nhà ai cho nghỉ býớc<
>Vì anh là kẻ chẳng giàu sang<
>Ban ðêm anh ngủ túp lều tranh<
>Chỗ tạm dừng chân khách bộ hành<
>Ðến sáng hôm sau anh cất býớc<
>Ra ði với cái mộng chýa thành",Ðời Phiêu Lãng,https://isach.info/poem.php?poem=oi_phieu_lang__han_mac_tu,lục bát,hiện đại,,Hàn Mặc Tử
"Phan Thiết! Phan Thiết<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Nhớ khi xưa ta là chim Phượng Hoàng<
>Vỗ cánh bay chín tầng trời cao ngất<
>Bay từ Dao Ly đến trời Đâu Suất;<
>Và lùa theo không biết mấy là hương<
>Lúc đằng vân gặp ánh sáng chận đường<
>Chạm tiếng nhạc, va nhằm thơ thiên cổ<
>Ta lôi đình thấy trăng sao liền mổ<
>Sao tan tành rơi xuống một cù lao<
>Hóa đài điện đã rất nên tráng lệ<
>Ở ngôi cao, ngước mắt ra ngoài bể<
>Phong lưu ghê, sang trọng chẳng vừa chi<
>Ta mê man như tới chốn Phượng trì<
>Ở mãi đấy không về Thiên Cung nữa.<
>Nhưng phép lạ có một vì tiên nữ<
>Hao hao như nường nguyệt cõi Đào Nguyên<
>Ta đắm mê trong ánh sáng trần duyên<
>Và van lạy xin cô nường kết ngãi<
>Mỉa mai thay cho phượng hoàng si dại<
>Là ta đây đương ở kiếp muôn chim<
>Trở lại trời tu luyện với muôn đêm<
>Hớp tinh khí lâu năm thành chánh quả<
>Ta trở nên như ngọc đàng kim mã<
>Rất hào hoa rất phong vận: Người Thơ<
>Ta là trai khí huyết ước ao mơ<
>Người thục nữ sanh giữa thời vô thượng<
>Rồi ngây dại nhờ thất tinh chỉ hướng<
>Ta lang thang tìm tới chốn Lầu Trăng<
>Lầu Ông Hoàng, người thiên hạ đồn vang.<
>Nơi đã khóc, đã yêu thương da diết<
>Ôi trời ôi! là Phan Thiết Phan Thiết<
>Mà tang thương còn lại mảnh trăng rơi<
>Ta đến nơi Nường ấy vắng lâu rồi<
>Nghĩa là chết từ muôn trăng thế kỷ<
>Trăng vàng ngọc, trăng ân tình, chưa phỉ!<
>Ta nhìn trăng, khôn xiết ngậm ngùi trăng<
>Ta vãi tung thơ lên tận sông Hằng,<
>Thơ phép tắc bỗng kêu rên thống thiết<
>Hỡi Phan Thiết! Phan Thiết!<
>Mi là nơi ta chôn hận nghìn thu<
>Mi là nơi ta sầu muộn ngất ngư.<
>(Xuân Như Ý)",Phan Thiết! Phan Thiết,https://isach.info/poem.php?poem=phan_thiet_phan_thiet__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Đã lâu rồi chúng ta xa trần tục<
>Nỗi thầm thương chôn kín khổ bao nhiêu!<
>Nên say sưa mơ lòng theo nao nức<
>Yêu nhau đi, Tình gái, dịu dàng yêu.<
>Chim Anh Võ Bảo Họa Mi<
>Mi! Mi! Mi! Có nghe trong gió thắm<
>Có nghe không tình lạ thoảng mùi trai<
>Có nghe không, lòng ai ra âm ấm<
>Không như lòng cô gái ở Bồng Lai.<
>Hai Chim Trao Đổi Cùng Nhau<
>Mùi vị ấy bay từ cô gái ấy<
>Nên ran ran lòng dạ ở chung quanh<
>Để ý xem nước da cô thắm dậy<
>Và đôi môi biểu lộ hết xuân tình.",Quần Tiên Hội,https://isach.info/poem.php?poem=quan_tien_hoi__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Thơ chưa ra khỏi bút<
>Giọt mực đã rụng rồi<
>Lòng tôi chưa kịp nói<
>Giấy đã toát mồ hôi.",Rụng Rồi,https://isach.info/poem.php?poem=rung_roi__han_mac_tu,thơ tự do,hiện đại,,Hàn Mặc Tử
"Ta muốn hồn trào ra đầu ngọn bút;<
>Mỗi lời thơ đều dính não cân ta.<
>Bao nét chữ quay cuồng như máu vọt,<
>Như mê man chết điếng cả làn da.<
>Cứ để ta ngất ngư trong vũng huyết,<
>Trải niềm đau trên mảnh giấy mong manh;<
>Đừng nắm lại nguồn thơ ta đang siết,<
>Cả lòng ta trong mớ chữ rung rinh.<
>Ta đã ngậm hương trăng đầy lỗ miệng,<
>Cho ngây người mê dại đến tâm can,<
>Thét chòm sao hoảng rơi vào đáy giếng,<
>Mà muôn năm rướm máu trong không gian.",Rướm Máu,https://isach.info/poem.php?poem=ruom_mau__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Ha ha! Ta đuổi theo trăng<
>Ta đuổi theo trăng<
>Trăng bay lả tả ngã lên cành vàng<
>Tới đây là nơi tôi được gặp nàng<
>Rủ rê, rủ rê hai đứa tôi vào rừng hoang<
>Tôi lượm lá trăng làm chiếu trải<
>Chúng tôi kê đầu lên khối sao băng<
>Chúng tôi nói chuyện bằng hơi thở<
>Dần dần hoa cỏ biến ra thơ<
>Chúng tôi lại là người của ước mơ<
>Không xác thịt chỉ có linh hồn đang mộng<
>Chao ôi! Chúng tôi rú lên vì kinh động<
>Vì trăng ghen, trăng ngã, trăng rụng xuống mình hai tôi.",Rượt Trăng,https://isach.info/poem.php?poem=ruot_trang__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Sông Ngân đã im lìm không tiếng sóng,<
>Mà lòng anh rào rạt mãi không thôi!<
>Ở tầng cao khúc Nghê thường đồng vọng!<
>Nghe gì đâu, em hỡi! ráng mây trôi.<
>Anh đã thoát hồn anh ngoài xác thịt,<
>Để chập chờn trong ánh sáng mông lung,<
>Để tìm em đưa hai tay ràng rịt<
>Mảnh tình thiêng ngả ngớn giữa không trung.<
>Anh đã gặp hồn em đương chới với,<
>Bến Mê Hà trên giải nước mênh mang.<
>Anh đã đón tình em bay phất phới,<
>Như hương trăng đằm thắm cõi không gian.<
>Chúng ta tiến, em ơi, làm thanh khí.<
>Cho tan ra hòa hợp với tinh anh<
>Của trời đất, của muôn ngàn ý nhị,<
>Và tình ta sáng láng như trăng thanh.",Sáng Láng,https://isach.info/poem.php?poem=sang_lang__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Vui thay cảnh sáng trăng<
>Ái tình bắt đầu căng<
>Hoa thơm thì nín lặng<
>Hương thơm thì bay lan<
>Em tôi thì hổn hển<
>Áo xiêm lấm tấm vàng<
>Em tôi đã hiểu chưa<
>Đó là khúc tình ca<
>Nâng theo hơi thở nhẹ<
>Ở trên lan dây tơ<
>Của lòng em rộn rã<
>Khi mới học đòi mơ<
>Đêm nay trăng đúng tuổi<
>Năm nay em dậy thì<
>Làm sao không quyến luyến<
>Hoa gió đã tình si<
>Em tôi còn ngẫm nghĩ<
>Chưa thấy nói năng chi...",Sáng Trăng,https://isach.info/poem.php?poem=sang_trang__han_mac_tu,thơ tự do,hiện đại,,Hàn Mặc Tử
"Mới hay cõi siêu hình cao tột bực,<
>Giữa hư vô xây dựng bởi trăng sao .<
>Xa lắm rồi, xa lắm, hãi dường bao!...<
>Ai tới đó chẳng mê man thần trí,<
>Tòa châu báu kết bằng hương kỳ dị<
>Những cù lao trôi nổi xứ mênh mang,<
>Sẽ quy tụ, thâu về trong một mối,<
>Và tư tưởng không bao giờ chấp nối.<
>Là vì sao? Vì sợ kém thiêng liêng.<
>Trí vô cùng lan nghĩ rộng vô biên<
>Cắt nghĩa hết những anh hoa huyền bí.<
>Trời bát ngát không cần phô triết lý.<
>Thơ láng lai chấp chóa những hàng châu.<
>Ta hiểu chi trong áng gió nhiệm mầu?<
>Những hạt lệ của trích tiên đày đọa.<
>A ha hả! Say sưa chê chán đã.<
>Ta là ta hay không phải là ta?<
>Có gì đâu, cả thể với cao xa,<
>Như cội rễ của trăm nguồn đạo hạnh.<
>Hớp rượu mạnh, máu càng tăng sức mạnh.<
>Ôi điên rồ! Khoái lạc đến ngất ngư.<
>Thương là thương lòng mình giận chưa nư.<
>Hồn vội thoát ra khỏi bờ trí tuệ.",Siêu Thoát,https://isach.info/poem.php?poem=sieu_thoat__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Thi Sĩ Chàm<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Ta mới thấy xuân vờn trong ánh sáng<
>Muôn sắc hình múa giỡn dưới ao khuya<
>Đôi tháp cao kiêu hãnh với hàng bia<
>Với lau lách ngã mình trong cảnh vắng<
>Sợ chừng như tiếng rụng của sao băng<
>Mà vì đâu những tháp Hời kiêu ngạo<
>Hàng muôn năm sống mãi với đêm sương<
>Mà vì đâu nghe tiếng bật giữa im lìm<
>Như mơ tiếc những thời hung bạo<
>Phải ngươi chăng, bên suối uống mây trôi<
>Phải ngươi chăng đồi cao đương hoảng hốt<
>Bọc trăng vàng trong áo ngủ quên đi<
>Để hoàng hôn loang loáng đốt oai nghi<
>Bao dấu vết thời xưa giờ ủ dột<
>Phải ngươi chăng thi sĩ của dân Chiêm<
>Người lắng nghe lắng nghe trong đáy giếng<
>Tiếng vàng rơi chìm lỉm xuống hư vô<
>Tiếng ngọc địch nhớ nhung còn uyển chuyển<
>Bên cầu sương lưu đọng ánh trăng mơ<
>Người thổn thức tiếc buồn bao cảnh sắc<
>Vì luôn đêm sóng bận réo cung Hằng<
>Người khóc đi khóc đi cho hả nỗi hờn căm.",Thi Sĩ Chàm,https://isach.info/poem.php?poem=thi_si_cham__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
